State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Kerala,Malappuram,Kottakkal,Tomato,Other,FAQ,24/09/2025,2800,3000,2900
Kerala,Palakad,Koduvayoor,Coconut,Big,FAQ,24/09/2025,6600,7000,6800
Kerala,Palakad,Koduvayoor,"French Beans (Frasbean)",Other,FAQ,24/09/2025,3400,3800,3600
Kerala,Palakad,Koduvayoor,"Little gourd (Kundru)",Other,FAQ,24/09/2025,4500,4900,4700
Kerala,Palakad,Koduvayoor,Pineapple,Other,Medium,24/09/2025,5800,6200,6000
Kerala,Palakad,Koduvayoor,Potato,Other,FAQ,24/09/2025,3200,3600,3400
Kerala,Palakad,Koduvayoor,"Sweet Potato",Other,FAQ,24/09/2025,3000,3400,3200
Kerala,Pathanamthitta,Kuttoor,"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,4400,4800,4600
Kerala,Pathanamthitta,Kuttoor,"Elephant Yam (Suran)",Other,FAQ,24/09/2025,9100,9500,9300
Kerala,Thirssur,Chavakkad,Ashgourd,Other,FAQ,24/09/2025,1600,2500,2500
Kerala,Thirssur,Chavakkad,"Banana - Green",Other,FAQ,24/09/2025,3000,3500,3500
Kerala,Thirssur,Chavakkad,Beetroot,Other,FAQ,24/09/2025,2400,3200,3200
Kerala,Thirssur,Chavakkad,Cowpea(Veg),Other,FAQ,24/09/2025,3000,3800,3800
Kerala,Thirssur,Chavakkad,"Elephant Yam (Suran)",Other,FAQ,24/09/2025,4500,5500,5500
Kerala,Thirssur,Chavakkad,"Green Chilli",Other,FAQ,24/09/2025,4000,6000,6000
Kerala,Thirssur,Chavakkad,Pineapple,"Pine Apple",Medium,24/09/2025,5500,6500,6500
Kerala,Thirssur,Chavakkad,Pumpkin,Other,FAQ,24/09/2025,2000,3200,3200
Kerala,Thirssur,Chavakkad,Snakeguard,Other,FAQ,24/09/2025,4000,4800,4800
Kerala,Thirssur,Chavakkad,Tomato,Other,FAQ,24/09/2025,3000,3800,3800
Kerala,Thirssur,"KADUKUTTY VFPCK",Banana,Poovan,Large,24/09/2025,5000,5600,5300
Kerala,Thirssur,"Marottichal  VFPCK",Banana,Poovan,Medium,24/09/2025,3000,4500,3800
Kerala,Thirssur,"Pariyaram VFPCK",Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,2200,5500,2950
Kerala,Thiruvananthapuram,Chala,Ashgourd,Other,FAQ,24/09/2025,2700,2700,2700
Kerala,Thiruvananthapuram,Chala,Beetroot,Other,FAQ,24/09/2025,4500,4500,4500
Kerala,Thiruvananthapuram,Chala,Brinjal,Round/Long,FAQ,24/09/2025,4300,4300,4300
Kerala,Thiruvananthapuram,Chala,Pumpkin,Other,FAQ,24/09/2025,3100,3100,3100
Kerala,Thiruvananthapuram,Chala,Tomato,Other,FAQ,24/09/2025,3200,3200,3200
Kerala,Thiruvananthapuram,"PAPPANCHANI VFPCK",Snakeguard,Other,FAQ,24/09/2025,38,40,39
Kerala,Thiruvananthapuram,Parassala,Banana,Rasakathai,Medium,24/09/2025,6000,6500,6000
Kerala,Thiruvananthapuram,Parassala,Banana,"Red Banana",Medium,24/09/2025,6500,6800,6500
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round,FAQ,24/09/2025,3800,4000,3800
Kerala,Thiruvananthapuram,Parassala,Snakeguard,Snakeguard,FAQ,24/09/2025,4500,5000,4500
Kerala,Thiruvananthapuram,Vamanapuram,Cabbage,Cabbage,FAQ,24/09/2025,3200,3500,3500
Kerala,Thiruvananthapuram,Vamanapuram,Carrot,Other,FAQ,24/09/2025,4500,5000,5000
Kerala,Thiruvananthapuram,Vamanapuram,Potato,Other,Non-FAQ,24/09/2025,3500,4000,4000
Kerala,Wayanad,Kalpetta,Ashgourd,Other,FAQ,24/09/2025,900,1000,1000
Kerala,Wayanad,Kalpetta,"Bitter gourd",Other,FAQ,24/09/2025,2300,2400,2400
Kerala,Wayanad,Kalpetta,Snakeguard,Other,FAQ,24/09/2025,900,1000,1000
Kerala,Wayanad,Manathavady,Coffee,Other,FAQ,24/09/2025,22500,22600,22600
Kerala,Wayanad,Manathavady,Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,1500,1600,1600
Kerala,Wayanad,Manathavady,Rubber,Other,FAQ,24/09/2025,17200,17300,17300
Kerala,Wayanad,Manathavady,Snakeguard,Snakeguard,FAQ,24/09/2025,2100,2200,2200
Kerala,Wayanad,Pulpally,Amaranthus,Other,FAQ,24/09/2025,2500,2700,2600
Kerala,Wayanad,Pulpally,Banana,Other,Medium,24/09/2025,2800,3000,2900
Kerala,Wayanad,Pulpally,Cowpea(Veg),Other,FAQ,24/09/2025,2500,2700,2600
Kerala,Wayanad,Pulpally,"Green Chilli",Other,FAQ,24/09/2025,4200,4400,4300
"Madhya Pradesh",Alirajpur,Jobat,Mahua,"Mahua Flower",FAQ,24/09/2025,3980,4000,4000
"Madhya Pradesh",Badwani,Sendhwa(F&V),"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,800,1500,1300
"Madhya Pradesh",Dhar,Dhamnod,Cotton,"Without Ginned Cotton",FAQ,24/09/2025,4751,6111,5111
"Madhya Pradesh",Indore,Indore,Soyabean,Soyabeen,FAQ,24/09/2025,2110,4470,4470
"Madhya Pradesh",Khandwa,Khargone(F&V),Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,900,1300,1100
"Madhya Pradesh",Khandwa,Khargone(F&V),"Green Chilli","Green Chilly",FAQ,24/09/2025,1200,1600,1400
"Madhya Pradesh",Khandwa,Khargone(F&V),Pumpkin,Other,FAQ,24/09/2025,1800,2200,2000
"Madhya Pradesh",Khandwa,Khargone(F&V),Spinach,Organic,FAQ,24/09/2025,800,1200,1000
"Madhya Pradesh",Khargone,Khargone,Maize,Local,FAQ,24/09/2025,1196,1300,1300
"Madhya Pradesh",Khargone,Segaon,Soyabean,Soyabeen,FAQ,24/09/2025,3000,3100,3100
"Madhya Pradesh",Satna,Satna,Wheat,Wheat,Non-FAQ,24/09/2025,2482,2490,2490
Maharashtra,Ahmednagar,Shrirampur,Potato,Other,Local,24/09/2025,1500,1700,1600
Maharashtra,Buldhana,Lonar,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,24/09/2025,5800,6050,5925
Maharashtra,Buldhana,Lonar,"Black Gram (Urd Beans)(Whole)",Other,Non-FAQ,24/09/2025,5500,6100,5800
Maharashtra,Chandrapur,Chimur,Paddy(Dhan)(Common),Other,FAQ,24/09/2025,2500,3000,2800
Maharashtra,Nagpur,Kalmeshwar,Cabbage,Other,Local,24/09/2025,1510,2000,1830
Maharashtra,Raigad,Alibagh,Rice,Other,Local,24/09/2025,2500,2700,2600
Maharashtra,Satara,Patan,Coriander(Leaves),Other,Local,24/09/2025,8,10,9
Maharashtra,Satara,Vai,Brinjal,Other,Local,24/09/2025,3000,3500,3250
Maharashtra,Satara,Vai,Cucumbar(Kheera),Other,Local,24/09/2025,1500,1800,1650
Maharashtra,Satara,Vai,"Green Chilli",Other,Local,24/09/2025,3000,4000,3500
Maharashtra,Thane,Murbad,"Bhindi(Ladies Finger)",Other,Local,24/09/2025,3000,4000,3500
Odisha,Balasore,Nilagiri,Brinjal,Other,FAQ,24/09/2025,3800,4000,3900
Odisha,Balasore,Nilagiri,Cucumbar(Kheera),Other,FAQ,24/09/2025,2900,3100,3000
Odisha,Balasore,Nilagiri,Tomato,Other,Non-FAQ,24/09/2025,2900,3100,3000
Odisha,Boudh,Boudh,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,4500,5500,5000
Odisha,Boudh,Boudh,"Bitter gourd",Other,FAQ,24/09/2025,4000,5000,4500
Odisha,Boudh,Boudh,Cabbage,Other,FAQ,24/09/2025,4500,5500,5000
Odisha,Boudh,Boudh,Tomato,Other,Non-FAQ,24/09/2025,1800,2200,2000
Odisha,Cuttack,Banki,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,2700,3000,2850
Odisha,Cuttack,Banki,Pumpkin,Other,FAQ,24/09/2025,1800,2000,1900
Odisha,Dhenkanal,Hindol,Beans,Other,FAQ,24/09/2025,7800,8200,8000
Odisha,Dhenkanal,Hindol,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,4400,4600,4500
Odisha,Dhenkanal,Kamakhyanagar,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,5800,6200,6000
Odisha,Dhenkanal,Kamakhyanagar,Cabbage,Cabbage,FAQ,24/09/2025,2900,3500,3000
Odisha,Dhenkanal,Kamakhyanagar,Tomato,Tomato,Non-FAQ,24/09/2025,3500,4200,4000
Odisha,Gajapati,Parlakhemundi,"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,24/09/2025,3300,3500,3400
Odisha,Sambalpur,Kuchinda,"Banana - Green",Other,FAQ,24/09/2025,2200,2700,2500
Odisha,Sambalpur,Kuchinda,"Bitter gourd",Other,FAQ,24/09/2025,4500,5000,4800
Odisha,Sambalpur,Kuchinda,Brinjal,Other,FAQ,24/09/2025,3800,4000,3900
Odisha,Sonepur,Dungurapalli,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,3500,3600,3600
Odisha,Sonepur,Dungurapalli,Tomato,Other,Non-FAQ,24/09/2025,3500,3600,3600
Odisha,Sonepur,Pandkital,Brinjal,Other,FAQ,24/09/2025,2500,2800,2650
Punjab,Amritsar,Chogawan,"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,800,1000,900
Punjab,Fazilka,Fazilka,Banana,Other,Medium,24/09/2025,2500,3500,3000
Punjab,Fazilka,Fazilka,Garlic,Other,FAQ,24/09/2025,5000,7000,6000
Punjab,Fazilka,Fazilka,Potato,Other,FAQ,24/09/2025,1000,1400,1200
Punjab,Ferozpur,Zira,Apple,American,Large,24/09/2025,5000,5500,5300
Punjab,Ferozpur,Zira,"Green Chilli","Green Chilly",FAQ,24/09/2025,3500,4500,4000
Punjab,Gurdaspur,Gurdaspur,Banana,Other,Medium,24/09/2025,1800,2200,2000
Punjab,Gurdaspur,Gurdaspur,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,2000,2500,2200
Punjab,Gurdaspur,Gurdaspur,Ginger(Dry),Other,FAQ,24/09/2025,3500,4000,3700
Punjab,Gurdaspur,Gurdaspur,"Mousambi(Sweet Lime)",Other,Medium,24/09/2025,3500,4000,3800
Punjab,Gurdaspur,Gurdaspur,Onion,Other,FAQ,24/09/2025,1400,1800,1600
Punjab,Gurdaspur,Gurdaspur,Pomegranate,Other,Medium,24/09/2025,8000,9000,8500
Punjab,Gurdaspur,Gurdaspur,Pumpkin,Other,FAQ,24/09/2025,800,1000,900
Punjab,Gurdaspur,Kalanaur,Pumpkin,Other,FAQ,24/09/2025,250,250,250
Punjab,Hoshiarpur,"Garh Shankar",Apple,Other,Large,24/09/2025,2000,4000,3000
Punjab,Hoshiarpur,"Garh Shankar",Capsicum,Capsicum,FAQ,24/09/2025,4000,5000,4500
Punjab,Hoshiarpur,"Garh Shankar","Mousambi(Sweet Lime)",Mousambi,Large,24/09/2025,3500,4500,4000
Punjab,Hoshiarpur,"Garh Shankar",Onion,Other,FAQ,24/09/2025,1500,1800,1600
Punjab,Hoshiarpur,"Garh Shankar",Tomato,Deshi,Non-FAQ,24/09/2025,1800,2200,2000
Punjab,Hoshiarpur,Mukerian(Talwara),Apple,Other,Large,24/09/2025,6000,7000,6500
Punjab,Hoshiarpur,Mukerian(Talwara),Cauliflower,Cauliflower,FAQ,24/09/2025,3000,5000,4000
Punjab,Hoshiarpur,"Tanda Urmur",Apple,Other,Medium,24/09/2025,6000,8000,7000
Punjab,Hoshiarpur,"Tanda Urmur","Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,4000,5000,4500
Punjab,Hoshiarpur,"Tanda Urmur",Capsicum,Other,FAQ,24/09/2025,6000,7000,6500
Punjab,Hoshiarpur,"Tanda Urmur",Cauliflower,Other,FAQ,24/09/2025,4000,5000,4500
Punjab,Hoshiarpur,"Tanda Urmur",Garlic,Other,FAQ,24/09/2025,11000,13000,12000
Punjab,Jalandhar,"Phillaur(Apra Mandi)","Bottle gourd",Other,FAQ,24/09/2025,2500,2500,2500
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Cauliflower,Other,FAQ,24/09/2025,4000,4000,4000
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Potato,Other,FAQ,24/09/2025,1200,1200,1200
Punjab,Ludhiana,Jagraon,Cabbage,Other,FAQ,24/09/2025,2100,2500,2300
Punjab,Ludhiana,Jagraon,Mashrooms,Mashrooms,FAQ,24/09/2025,9000,10000,9500
Punjab,Ludhiana,Jagraon,Papaya,Other,Medium,24/09/2025,3500,4000,3700
Punjab,Ludhiana,Jagraon,Pumpkin,Other,FAQ,24/09/2025,800,1000,900
Punjab,Ludhiana,Khanna,Apple,Other,Medium,24/09/2025,4000,8000,5000
Punjab,Ludhiana,Khanna,"Bottle gourd",Other,FAQ,24/09/2025,1500,2500,2000
Punjab,Ludhiana,Khanna,"Peas Wet",Other,FAQ,24/09/2025,5000,8000,6000
Punjab,Ludhiana,Khanna,Tomato,Other,FAQ,24/09/2025,1000,1600,1300
Punjab,Ludhiana,Ludhiana,"Bitter gourd",Other,FAQ,24/09/2025,1500,2000,1700
Punjab,Ludhiana,Ludhiana,Cucumbar(Kheera),Other,FAQ,24/09/2025,500,1800,1300
Punjab,Ludhiana,Ludhiana,Garlic,Other,FAQ,24/09/2025,3000,5300,4500
Punjab,Ludhiana,Ludhiana,"Green Chilli",Other,FAQ,24/09/2025,1500,2400,1800
Punjab,Ludhiana,Ludhiana,Onion,Other,FAQ,24/09/2025,500,1300,950
Punjab,Ludhiana,Ludhiana,Pear(Marasebu),Other,Medium,24/09/2025,1500,4000,3000
Punjab,Ludhiana,Ludhiana,"Peas Wet",Other,FAQ,24/09/2025,2000,7000,3600
Punjab,Ludhiana,Ludhiana,Pumpkin,Other,FAQ,24/09/2025,300,1000,700
Punjab,Ludhiana,Sahnewal,"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,2000,2000,2000
Punjab,Ludhiana,Sahnewal,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1200,1200,1200
Punjab,Moga,"Kot ise Khan","Green Chilli",Other,FAQ,24/09/2025,1200,1400,1300
Punjab,Mohali,Kurali,Apple,Apple,Medium,24/09/2025,4000,4500,4250
Punjab,Mohali,Kurali,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,1500,2000,1800
Punjab,Mohali,Kurali,"Bottle gourd",Other,FAQ,24/09/2025,1400,1600,1500
Punjab,Mohali,Kurali,Cabbage,Other,FAQ,24/09/2025,1300,1500,1400
Punjab,Patiala,Patiala,Onion,Onion,FAQ,24/09/2025,1800,2000,1900
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib","Bitter gourd","Bitter Gourd",FAQ,24/09/2025,3100,3200,3150
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Cucumbar(Kheera),Other,FAQ,24/09/2025,3900,4000,3950
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Ginger(Green),"Green Ginger",FAQ,24/09/2025,6900,7000,6950
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Tomato,Other,FAQ,24/09/2025,3900,4000,3950
Punjab,"Ropar (Rupnagar)",Ropar,Onion,Nasik,Non-FAQ,24/09/2025,1500,1900,1700
Punjab,Sangrur,Ahmedgarh,Banana,Other,Medium,24/09/2025,2800,3000,3000
Punjab,Sangrur,Ahmedgarh,Cauliflower,Other,FAQ,24/09/2025,4000,4200,4000
Punjab,Tarntaran,Patti,Cucumbar(Kheera),Other,FAQ,24/09/2025,2000,2400,2200
Punjab,Tarntaran,Patti,"Green Chilli",Other,FAQ,24/09/2025,1500,2000,1800
Punjab,Tarntaran,Patti,Ridgeguard(Tori),Other,FAQ,24/09/2025,3000,3500,3200
Rajasthan," Jhunjhunu",Jhunjhunu,"Cowpea (Lobia/Karamani)","Cowpea (W-S)",FAQ,24/09/2025,4350,4600,4450
Rajasthan,Beawar,Beawar,"Green Gram (Moong)(Whole)",Other,FAQ,24/09/2025,2500,7000,4750
Rajasthan,Chittorgarh,Begu,Wheat,Other,FAQ,24/09/2025,2450,2490,2460
Rajasthan,Dungarpur,Dungarpur,Cabbage,Cabbage,FAQ,24/09/2025,1800,2300,2000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Apple,Apple,Medium,24/09/2025,5800,6200,6000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Banana,Other,Medium,24/09/2025,2700,3100,2900
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Cabbage,Other,FAQ,24/09/2025,1400,1800,1600
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Cucumbar(Kheera),Other,FAQ,24/09/2025,1400,1800,1600
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Garlic,Garlic,FAQ,24/09/2025,4800,5200,5000
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Mousambi(Sweet Lime)",Mosambi-Organic,Medium,24/09/2025,3300,3700,3500
Rajasthan,Ganganagar,Suratgarh,"Green Gram (Moong)(Whole)",Other,FAQ,24/09/2025,5300,5655,5525
Rajasthan,Ganganagar,Suratgarh,Mustard,Other,FAQ,24/09/2025,6166,6555,6270
Rajasthan,"Jaipur Rural",Bassi,Mustard,Other,Non-FAQ,24/09/2025,6081,6811,6446
Rajasthan,"Jaipur Rural",Bassi,Potato,Other,Non-FAQ,24/09/2025,1800,2200,2000
Rajasthan,Jalore,Jalore,Cabbage,Other,FAQ,24/09/2025,1500,2000,1800
Rajasthan,Jalore,Jalore,Cauliflower,Other,FAQ,24/09/2025,3000,3500,3300
Rajasthan,Jalore,Jalore,Ginger(Green),Other,FAQ,24/09/2025,3500,4000,3800
Rajasthan,Jalore,Jalore,Spinach,Other,FAQ,24/09/2025,2000,2500,2300
Rajasthan,Jodhpur,"Jodhpur (F&V)",Garlic,Other,FAQ,24/09/2025,2000,6000,4000
Rajasthan,Jodhpur,"Jodhpur (F&V)",Onion,Other,FAQ,24/09/2025,500,1000,750
Rajasthan,Jodhpur,"Jodhpur (F&V)",Pineapple,Other,Medium,24/09/2025,1000,3000,2000
Rajasthan,Jodhpur,"Jodhpur (F&V)",Pomegranate,Other,Medium,24/09/2025,3000,7000,5000
Telangana,Karimnagar,Karimnagar,"Cluster beans","Cluster Beans",FAQ,24/09/2025,4000,5000,4500
Telangana,Karimnagar,Vemulawada,Paddy(Dhan)(Common),"I.R. 64",FAQ,24/09/2025,2300,2320,2320
Telangana,Nalgonda,Huzumnagar(Garidepally),Paddy(Dhan)(Common),"B P T",FAQ,24/09/2025,2320,2320,2320
Telangana,Warangal,Warangal,"Dry Chillies",Talu,FAQ,24/09/2025,4000,7000,5000
Tripura,Gomati,Nutanbazar,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,9850,10000,9950
Tripura,"North Tripura",Dasda,Brinjal,Round/Long,FAQ,24/09/2025,3000,3500,3250
"Uttar Pradesh",Agra,Fatehabad,Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,1400,1600,1600
"Uttar Pradesh",Agra,Fatehabad,Ginger(Green),"Green Ginger",FAQ,24/09/2025,2300,2600,2500
"Uttar Pradesh",Aligarh,Charra,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1400,1450,1425
"Uttar Pradesh",Aligarh,Charra,Pumpkin,Pumpkin,FAQ,24/09/2025,1300,1400,1350
"Uttar Pradesh",Aligarh,Khair,Cauliflower,Cauliflower,FAQ,24/09/2025,2500,3500,2800
"Uttar Pradesh",Bahraich,Naanpara,"Banana - Green","Banana - Green",FAQ,24/09/2025,460,500,480
"Uttar Pradesh",Bahraich,Naanpara,Maize,Yellow,FAQ,24/09/2025,2200,2250,2225
"Uttar Pradesh",Ballia,Rasda,"Bitter gourd","Bitter Gourd",FAQ,24/09/2025,2280,2400,2350
"Uttar Pradesh",Ballia,Rasda,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1520,1645,1600
"Uttar Pradesh",Ballia,Vilthararoad,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,24/09/2025,12000,13000,12500
"Uttar Pradesh",Ballia,Vilthararoad,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1400,1500,1450
"Uttar Pradesh",Ballia,Vilthararoad,Potato,Desi,Non-FAQ,24/09/2025,1100,1200,1150
"Uttar Pradesh",Ballia,Vilthararoad,Wheat,Dara,Non-FAQ,24/09/2025,2600,2700,2650
"Uttar Pradesh",Balrampur,Panchpedwa,Onion,Red,FAQ,24/09/2025,1500,1700,1600
"Uttar Pradesh",Balrampur,Tulsipur,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1420,1480,1450
"Uttar Pradesh",Balrampur,Tulsipur,"Green Chilli","Green Chilly",FAQ,24/09/2025,3500,3570,3530
"Uttar Pradesh",Balrampur,Tulsipur,Onion,Red,FAQ,24/09/2025,1420,1470,1450
"Uttar Pradesh",Bareilly,Anwala,Potato,Desi,FAQ,24/09/2025,800,1000,900
"Uttar Pradesh",Bijnor,Najibabad,Pumpkin,Pumpkin,FAQ,24/09/2025,600,800,700
"Uttar Pradesh",Bijnor,Najibabad,Tomato,Hybrid,FAQ,24/09/2025,1800,2200,2000
"Uttar Pradesh",Bulandshahar,Divai,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,800,1000,900
"Uttar Pradesh",Bulandshahar,Gulavati,Brinjal,Other,FAQ,24/09/2025,700,900,800
"Uttar Pradesh",Bulandshahar,Gulavati,Ginger(Green),"Green Ginger",FAQ,24/09/2025,6100,6300,6200
"Uttar Pradesh",Bulandshahar,Gulavati,"Green Chilli","Green Chilly",FAQ,24/09/2025,2100,2300,2200
"Uttar Pradesh",Bulandshahar,Gulavati,Onion,Red,FAQ,24/09/2025,1500,1700,1600
"Uttar Pradesh",Bulandshahar,Gulavati,Pumpkin,Other,FAQ,24/09/2025,750,850,800
"Uttar Pradesh",Bulandshahar,Sikarpur,Apple,Apple,Large,24/09/2025,5000,5200,5100
"Uttar Pradesh",Bulandshahar,Sikarpur,Cabbage,Cabbage,FAQ,24/09/2025,2200,2400,2300
"Uttar Pradesh",Bulandshahar,Sikarpur,Cauliflower,Cauliflower,FAQ,24/09/2025,2400,2600,2500
"Uttar Pradesh",Bulandshahar,Sikarpur,Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,2400,2600,2500
"Uttar Pradesh",Bulandshahar,Sikarpur,Raddish,Raddish,FAQ,24/09/2025,1800,2000,1900
"Uttar Pradesh",Bulandshahar,Sikarpur,"Sponge gourd","Sponge gourd",FAQ,24/09/2025,1000,1200,1100
"Uttar Pradesh",Bulandshahar,Sikarpur,Wheat,Dara,FAQ,24/09/2025,2490,2520,2500
"Uttar Pradesh",Bulandshahar,Siyana,Apple,"Red  Gold",Medium,24/09/2025,6000,6200,6100
"Uttar Pradesh",Bulandshahar,Siyana,Cucumbar(Kheera),Cucumbar,FAQ,24/09/2025,1600,1700,1650
"Uttar Pradesh",Bulandshahar,Siyana,Onion,Red,FAQ,24/09/2025,1600,1700,1650
"Uttar Pradesh",Bulandshahar,Siyana,Papaya,Papaya,Medium,24/09/2025,1700,1800,1750
"Uttar Pradesh",Etah,Awagarh,"Bhindi(Ladies Finger)",Bhindi,FAQ,24/09/2025,1200,1400,1250
"Uttar Pradesh",Etawah,Bharthna,Onion,Red,FAQ,24/09/2025,1270,1470,1370
"Uttar Pradesh",Farukhabad,Kamlaganj,Maize,Yellow,FAQ,24/09/2025,2000,2100,2050
"Uttar Pradesh",Gorakhpur,Chorichora,"Bengal Gram(Gram)(Whole)","Desi (Whole)",Non-FAQ,24/09/2025,5650,5720,5680
"Uttar Pradesh",Gorakhpur,Chorichora,"Green Chilli","Green Chilly",FAQ,24/09/2025,2400,2600,2500
"Uttar Pradesh",Gorakhpur,Chorichora,Paddy(Dhan)(Common),Common,Non-FAQ,24/09/2025,2300,2550,2450
"Uttar Pradesh",Hardoi,Sandila,Onion,Red,FAQ,24/09/2025,1370,1450,1410
"Uttar Pradesh",Hardoi,Sandila,Potato,Badshah,FAQ,24/09/2025,1070,1150,1110
"Uttar Pradesh",Hathras,Shadabad,Potato,Desi,FAQ,24/09/2025,700,800,750
"Uttar Pradesh","Jalaun (Orai)",Jalaun,Tomato,Hybrid,FAQ,24/09/2025,2000,2100,2000
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Green Chilli","Green Chilly",FAQ,24/09/2025,3560,3760,3660
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Rice,Common,FAQ,24/09/2025,3355,3555,3455
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Wheat,Dara,FAQ,24/09/2025,2500,2700,2600
"Uttar Pradesh","Kanpur Dehat",Jhijhank,Wheat,Dara,Non-FAQ,24/09/2025,2500,2550,2525
"Uttar Pradesh","Kanpur Dehat",Jhijhank,Wood,"Beete (Rose)",FAQ,24/09/2025,500,550,525
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Bhindi(Ladies Finger)",Other,FAQ,24/09/2025,2100,2150,2125
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Green Chilli","Green Chilly",FAQ,24/09/2025,4800,4850,4825
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Lemon,Lemon,FAQ,24/09/2025,4200,4250,4225
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Pointed gourd (Parval)",Other,FAQ,24/09/2025,2400,2450,2425
"Uttar Pradesh",Maharajganj,Anandnagar,"Banana - Green","Banana - Green",FAQ,24/09/2025,1600,2000,1800
"Uttar Pradesh",Maharajganj,Anandnagar,"Green Chilli","Green Chilly",FAQ,24/09/2025,1500,1900,1700
"Uttar Pradesh",Maharajganj,Anandnagar,Potato,Red,FAQ,24/09/2025,1400,1800,1600
"Uttar Pradesh",Maharajganj,Nautnava,Potato,Desi,FAQ,24/09/2025,1000,1200,1100
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Gur(Jaggery),Achhu,FAQ,24/09/2025,5400,5500,5450
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Lemon,Lemon,FAQ,24/09/2025,3700,3800,3745
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Rice,"1009 Kar",FAQ,24/09/2025,3900,4000,3960
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1000,1200,1100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Green Chilli","Green Chilly",FAQ,24/09/2025,2900,3000,2950
"Uttar Pradesh",Prayagraj,Ajuha,Potato,Desi,FAQ,24/09/2025,900,1020,960
"Uttar Pradesh",Prayagraj,Lediyari,"Green Gram (Moong)(Whole)","Local (Whole)",Non-FAQ,24/09/2025,8500,8700,8682
"Uttar Pradesh",Raebarelli,Raibareilly,Banana,"Banana - Ripe",Medium,24/09/2025,2200,2300,2250
"Uttar Pradesh",Raebarelli,Raibareilly,"Bottle gourd","Bottle Gourd",FAQ,24/09/2025,1160,1250,1200
"Uttar Pradesh",Raebarelli,Raibareilly,"Green Chilli","Green Chilly",FAQ,24/09/2025,3160,3250,3200
"Uttar Pradesh",Raebarelli,Raibareilly,Paddy(Dhan)(Common),Common,FAQ,24/09/2025,2250,2305,2300
"Uttar Pradesh",Raebarelli,Raibareilly,Papaya,Papaya,Medium,24/09/2025,2760,2850,2800
"Uttar Pradesh",Raebarelli,Raibareilly,Tomato,Hybrid,FAQ,24/09/2025,2300,2400,2360
